keyword,time,title,URL,location
마이카,2025.12.28 19:16,이꼬러브 지금 미친 상승세인데 설마,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817129,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1916-1.txt
마이카,2025.12.28 19:16,님들마이카가 싫음 더치가 싫음,https://gall.dcinside.com/mgallery/board/view/?id=aoegame&no=29881516,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1916-2.txt
마이카,2025.12.28 19:20,무데리 <마이카칼에 찔려뒤지는게 정사 아님?,https://gall.dcinside.com/mgallery/board/view/?id=aoegame&no=29881541,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1920-1.txt
마이카,2025.12.28 19:32,삿시돌하면 옛날에 사이토 나기사랑 불화설 생각남,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817139,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1932-1.txt
마이카,2025.12.28 19:45,마이카ㅋ이오리ㅋ에미리ㅋ,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169315,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1945-1.txt
마이카,2025.12.28 19:49,마이카에 한표 던지고싶다,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817152,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1949-1.txt
마이카,2025.12.28 20:00,단발은 아니라서마이카아니라는 설이,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169328,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2000-1.txt
마이카,2025.12.28 20:18,마이카는 아닐 거 같음,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169340,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2018-1.txt
마이카,2025.12.28 20:33,라이브 보고오니까 문춘 뭐 뜸?,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169355,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2033-1.txt
마이카,2025.12.28 21:40,이거왜 전발했는데 900만도안뜨지,https://gall.dcinside.com/board/view/?id=idolmaster_new1&no=8826092,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2140-1.txt
마이카,2025.12.28 22:29,마스터: 여긴 내 마스터 카드로 결제해,https://gall.dcinside.com/mgallery/board/view/?id=mikuhatsune&no=567950,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2229-1.txt
마이카,2025.12.28 22:51,마이카,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169502,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2251-1.txt
마이카,2025.12.28 23:20,난진짜 이오리 쇼코 모에코 미루뗑 난카 오기하나,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169528,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2320-1.txt
마이카,2025.12.28 23:23,심심해서마이카한번 넣어봄,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169531,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2323-1.txt
마이카,2025.12.28 23:56,크리스마스날 부산갔다온 이야기 (영주동전망대),https://gall.dcinside.com/mgallery/board/view/?id=daytripper&no=632,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-2356-1.txt
마이카,2025.12.29 00:01,크리스마스날 부산갔다온 이야기,https://gall.dcinside.com/mgallery/board/view/?id=entp&no=933257,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0001-1.txt
마이카,2025.12.29 00:59,문춘 이코러브 사사키마이카라네요,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817378,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0059-1.txt
마이카,2025.12.29 01:05,제발마이카,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169576,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0105-1.txt
마이카,2025.12.29 01:09,마이카가 이꼬러브 1황 아니였어?,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817386,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0109-1.txt
마이카,2025.12.29 01:27,난 삿시돌 노구치만 보여서 다행이였노,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817397,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0127-1.txt
마이카,2025.12.29 07:01,시발마이카네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169600,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0701-1.txt
마이카,2025.12.29 07:02,마이카네 이런,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817435,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0702-1.txt
마이카,2025.12.29 07:04,역시마이카네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169602,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0704-1.txt
마이카,2025.12.29 07:04,문춘포]마이카님 4살연하 미남배우와 열애 . gisa,https://gall.dcinside.com/board/view/?id=akb48&no=6089048,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0704-2.txt
마이카,2025.12.29 07:04,사사키~마이카!,https://gall.dcinside.com/mgallery/board/view/?id=asiaenter&no=991442,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0704-3.txt
마이카,2025.12.29 07:04,시발 이걸 맞춰 버렸네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169603,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0704-4.txt
마이카,2025.12.29 07:04,마이카였네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169604,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0704-5.txt
마이카,2025.12.29 07:05,마이카네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169606,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0705-1.txt
마이카,2025.12.29 07:07,담배 피고 와야겠다 ㅅㅂ,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169611,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0707-1.txt
마이카,2025.12.29 07:09,무다리마이카머해,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817439,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0709-1.txt
마이카,2025.12.29 07:09,마이카ㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169612,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0709-2.txt
마이카,2025.12.29 07:10,휴 이오리 아니라서 다행이야,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817440,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0710-1.txt
마이카,2025.12.29 07:12,마이카잖아 누가 모에코로 간봄,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169615,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0712-1.txt
마이카,2025.12.29 07:14,남자 배우 사진,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169617,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0714-1.txt
마이카,2025.12.29 07:20,그래도 상대가 젊은 이케멘이네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169622,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0720-1.txt
마이카,2025.12.29 07:20,마이카바이바이~,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817445,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0720-2.txt
마이카,2025.12.29 07:26,이오리 아님 ㅅㅅ,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169627,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0726-1.txt
마이카,2025.12.29 07:27,뭔가마이카일거같긴했는데,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169630,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0727-1.txt
마이카,2025.12.29 07:27,근데 그룹 지명도 올리는데엔 효과 있을것 같음,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169635,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0727-2.txt
마이카,2025.12.29 07:28,"마이카빠른00이네,",https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169638,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0728-1.txt
마이카,2025.12.29 07:29,마이카잘못임? 짤,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169639,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0729-1.txt
마이카,2025.12.29 07:29,마이카수납 당하겠네ㅋㅋㅋㅋ,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169642,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0729-2.txt
마이카,2025.12.29 07:30,나기사 눈나 한을 푸셔요,https://gall.dcinside.com/board/view/?id=japan_entertainment&no=5817451,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251229-0730-1.txt
